1.000000000000000000e+00,9.857039564273470944e-01,9.769724214488291203e-01,9.731815812601318783e-01,9.685280913836283867e-01,9.617862047257256242e-01,9.513366201720779847e-01,9.478561531954200481e-01,9.520197880242751154e-01,9.507539867723482363e-01,9.494217553715137425e-01,9.480519926829900079e-01,9.487037358178542767e-01,9.512226561672242342e-01,9.498497615189280818e-01,9.489120748255263083e-01,9.481658331829069253e-01,9.476012609291079025e-01,9.474726178461985171e-01,9.434679722153178627e-01,9.420415760884732759e-01,9.406165909280790327e-01,9.236195899643939722e-01,9.208355739486805414e-01,9.053433544484512652e-01,8.959983968923850295e-01,8.963457596746834399e-01,8.963234332993612608e-01,8.964207661973646601e-01,8.985024932772278650e-01,8.987401194072827115e-01,8.997823311946775426e-01,8.997744775296345754e-01,9.069658917293532685e-01,9.070282325981688931e-01,9.068685379062298990e-01,9.067978433387312576e-01,9.065339149580816658e-01,9.064779042529063080e-01,9.067100054740881987e-01,9.064125319261192582e-01,9.058356239770808394e-01,9.057283481127846869e-01,9.163685613958139076e-01,9.156575309243119021e-01,9.155490225289626416e-01,9.172612512204515456e-01,9.175022090412953135e-01,9.175794158322719829e-01,9.172841119139665267e-01,9.170410572584004605e-01,9.171120130811787341e-01,9.171844672812552446e-01,9.170991727344878219e-01,9.170157960608344982e-01,9.170193374753674576e-01,9.170071384673010861e-01,9.189880592614115828e-01,9.189616670440664548e-01,9.186762933447485402e-01,9.188418093337835657e-01,9.184535647366387501e-01,9.185783054372567147e-01,9.187004986210129953e-01,9.184163067320154639e-01,9.181817433375419890e-01,9.180773699117554809e-01,9.180339566027739817e-01,9.178949674187640850e-01,9.173557679255988084e-01,9.168787338513167962e-01,9.166345333667633710e-01,9.161212172029176148e-01,9.157977583955261291e-01,9.155096705354752729e-01,9.150949898249423065e-01,9.147372296033146055e-01,9.143021850276105145e-01
9.857039564273470944e-01,1.000000000000000000e+00,9.876920341395263314e-01,9.820225956681420953e-01,9.771414982901559521e-01,9.684863160708877539e-01,9.578545613108281342e-01,9.543180014641944320e-01,9.582377732415305882e-01,9.569442339330360703e-01,9.555549204306903466e-01,9.541849835648201772e-01,9.547394028762147267e-01,9.572120941264607996e-01,9.558379542696124886e-01,9.548275528994377703e-01,9.541108624159078122e-01,9.533835799436408687e-01,9.531505090307015315e-01,9.481046213632475794e-01,9.472212716068604266e-01,9.464164577062094130e-01,9.295485183869468537e-01,9.260729872584401168e-01,9.104169770688748109e-01,9.002963867826484501e-01,9.006300927465072936e-01,9.005565345623195439e-01,9.008318043592981050e-01,9.032963203999543333e-01,9.035093387149565336e-01,9.044659585471508390e-01,9.044116384275548981e-01,9.115621069363031292e-01,9.115626876581160998e-01,9.113931453039649799e-01,9.115631454978607717e-01,9.114194552330110444e-01,9.112770190364632983e-01,9.113524590050400276e-01,9.110242559832398834e-01,9.104012973865835967e-01,9.102314514436453674e-01,9.207942849987147405e-01,9.200011056647801055e-01,9.198299226886762492e-01,9.215342394179570906e-01,9.216990173574682865e-01,9.217264503754724059e-01,9.214240528460504454e-01,9.211592375559410906e-01,9.211828035017922689e-01,9.212036218561113765e-01,9.210793231389674540e-01,9.209644334028325163e-01,9.209083889393179234e-01,9.208730304224784780e-01,9.238719648208904012e-01,9.237612121752911687e-01,9.234233540271030716e-01,9.235231267825636525e-01,9.230508222262420182e-01,9.231237560610516812e-01,9.232118272056375474e-01,9.229048941707049813e-01,9.226188839707265554e-01,9.224615700390149664e-01,9.223181406159897122e-01,9.221161673398318159e-01,9.215631173916432051e-01,9.210492797267123555e-01,9.207890976463798394e-01,9.202554033451094684e-01,9.199303737520880819e-01,9.196595278814441166e-01,9.192283160235362738e-01,9.188444661101780042e-01,9.183802442783801645e-01
9.769724214488291203e-01,9.876920341395263314e-01,1.000000000000000000e+00,9.893914046735401424e-01,9.838508361537715574e-01,9.731326764354867320e-01,9.623908218539112269e-01,9.586094137406427906e-01,9.623925292944977006e-01,9.612761134846103950e-01,9.600196278480207512e-01,9.587233036511265682e-01,9.592065399488637345e-01,9.614265391635073987e-01,9.602487316917419635e-01,9.591634773410655512e-01,9.584470355856647972e-01,9.576478999266518910e-01,9.573714589940129915e-01,9.504150089287557446e-01,9.494775747167939484e-01,9.487328419704141869e-01,9.326684223031824761e-01,9.287492583155447790e-01,9.131154721308984978e-01,9.023858452629843763e-01,9.027120884164522296e-01,9.026958181055328989e-01,9.029732129542019647e-01,9.056486820319623599e-01,9.060563146060661710e-01,9.070129963383897209e-01,9.068905042964184871e-01,9.140018323986566218e-01,9.140379077445736078e-01,9.138498157661139043e-01,9.140360820343585990e-01,9.140507093553569273e-01,9.141229454444570468e-01,9.138539016902409440e-01,9.135014754954772220e-01,9.130249422065738196e-01,9.127846259176576327e-01,9.234571360451153677e-01,9.228774513156906556e-01,9.226789343950827504e-01,9.240850844538650577e-01,9.245353250284890079e-01,9.245656756002784693e-01,9.242380771034908182e-01,9.239528983670355355e-01,9.239570448435375782e-01,9.239301808524750248e-01,9.237893107807924054e-01,9.236929766076822368e-01,9.235830525367904054e-01,9.235124459868967461e-01,9.281591136345294091e-01,9.279546598373397126e-01,9.275864751675607645e-01,9.276396561539933527e-01,9.271209078455626695e-01,9.271647064785671910e-01,9.272399562524398231e-01,9.269111809229033661e-01,9.266333112989414422e-01,9.264414192924829150e-01,9.262194803567149748e-01,9.259673241159315227e-01,9.254146479418685622e-01,9.248834267033294587e-01,9.246054029089521009e-01,9.240640751101487638e-01,9.237190566181212592e-01,9.234171020118437934e-01,9.230009975338613337e-01,9.226187052292648128e-01,9.221261902157137369e-01
9.731815812601318783e-01,9.820225956681420953e-01,9.893914046735401424e-01,1.000000000000000000e+00,9.913910145551860786e-01,9.781781155149238405e-01,9.673452448341828269e-01,9.632456224300497416e-01,9.671495890871208978e-01,9.660059118108668130e-01,9.646859100459908021e-01,9.634302506161381840e-01,9.637388474748316280e-01,9.653793226383581283e-01,9.643242444404940272e-01,9.634590451631807051e-01,9.628878322302436565e-01,9.619682868017729316e-01,9.615307098191111512e-01,9.544409703970604397e-01,9.533413065410355491e-01,9.521328921445975091e-01,9.355709804795686590e-01,9.312994088006245619e-01,9.152411768537032088e-01,9.054785444796970006e-01,9.057730997382548166e-01,9.057213335038026836e-01,9.057601532410012313e-01,9.075628708281114898e-01,9.077237124122111700e-01,9.087702764424959723e-01,9.087335355842578455e-01,9.158217956425741546e-01,9.158164446479420961e-01,9.156610944452679979e-01,9.160587689163283143e-01,9.160533003769550930e-01,9.160484236367709698e-01,9.153608066428494672e-01,9.149808566256820708e-01,9.144065144284849733e-01,9.140680516156740598e-01,9.246349407891508720e-01,9.239858977145928298e-01,9.237478231629794312e-01,9.249214020363989430e-01,9.257773624667793300e-01,9.257771532746216225e-01,9.254262291352938208e-01,9.251349624178520914e-01,9.250996626277402379e-01,9.250281730666786162e-01,9.248704934473787054e-01,9.247868374499181865e-01,9.246805337205233899e-01,9.241247002585369907e-01,9.286821051679502448e-01,9.284332317765631171e-01,9.281619389287660837e-01,9.283471125802277291e-01,9.279252292353084020e-01,9.280276806588010352e-01,9.280847884858092200e-01,9.277846352549630193e-01,9.274884383273935828e-01,9.272929616010087139e-01,9.270259570931304038e-01,9.267578612679013839e-01,9.261911717697329793e-01,9.256632545849287075e-01,9.253815680618537876e-01,9.248213326403469381e-01,9.244820963121587187e-01,9.241809793336438483e-01,9.237305185109642158e-01,9.233490104501005380e-01,9.228583956223735951e-01
9.685280913836283867e-01,9.771414982901559521e-01,9.838508361537715574e-01,9.913910145551860786e-01,1.000000000000000000e+00,9.827091425544196568e-01,9.716632038366749269e-01,9.674206775592413265e-01,9.712680743802687422e-01,9.701035870402748840e-01,9.687820997259480871e-01,9.674442729302062949e-01,9.678139116946326004e-01,9.674051331358244354e-01,9.658088307445577003e-01,9.646064302991684825e-01,9.639351906097475275e-01,9.629207728349632456e-01,9.622773080586759509e-01,9.552550580252165968e-01,9.542713936187445789e-01,9.530538392233540712e-01,9.365917263131289250e-01,9.322940588641270843e-01,9.162241933116401782e-01,9.069131862699518765e-01,9.068607640702329720e-01,9.066453640338509867e-01,9.066571939607754871e-01,9.084049932124916849e-01,9.085594982378217832e-01,9.094956134690314054e-01,9.094198809192401978e-01,9.165009788617682895e-01,9.165447436129321446e-01,9.164060564014758770e-01,9.168063781448307914e-01,9.167819310617832951e-01,9.168005128067162612e-01,9.157573594586188026e-01,9.155132533921676030e-01,9.150384929771425702e-01,9.147177925916577523e-01,9.252699819874785625e-01,9.245615315722901517e-01,9.243118116880180146e-01,9.252720271671631691e-01,9.264207185043817905e-01,9.263840613036762317e-01,9.260623451986829124e-01,9.257804915753231612e-01,9.257189813538605483e-01,9.256481456424658916e-01,9.254966661202805867e-01,9.254004997132798671e-01,9.253396743237677358e-01,9.244117597537986342e-01,9.289124502574994668e-01,9.286511092625948649e-01,9.283806225770190323e-01,9.285706395700865645e-01,9.281695810229416699e-01,9.283483313383954494e-01,9.284998273826738924e-01,9.282287719815901506e-01,9.280274613396777283e-01,9.278877647179288868e-01,9.275712147179758782e-01,9.273143365732477994e-01,9.267542905786002594e-01,9.262222441803862338e-01,9.259367573178783895e-01,9.253788172808113943e-01,9.250578914602892722e-01,9.247351508995358405e-01,9.243154309233874155e-01,9.239481988755786634e-01,9.234476553913998353e-01
9.617862047257256242e-01,9.684863160708877539e-01,9.731326764354867320e-01,9.781781155149238405e-01,9.827091425544196568e-01,1.000000000000000000e+00,9.843664278508432730e-01,9.780291365099613721e-01,9.784030749816358119e-01,9.762080265457113715e-01,9.740996056357107413e-01,9.723702248356510536e-01,9.720297445446446361e-01,9.668317396998915569e-01,9.651689450555422933e-01,9.638192012710503631e-01,9.630188638323770034e-01,9.620434681192994164e-01,9.607004916010025708e-01,9.534724165439160126e-01,9.521784203944134717e-01,9.506034191172748615e-01,9.336105565489249969e-01,9.309933904142266847e-01,9.152367373879002344e-01,9.063609974305513184e-01,9.066826970671461039e-01,9.066452927692318919e-01,9.067693949502373396e-01,9.087187169087337368e-01,9.089998017956117948e-01,9.099379245713561382e-01,9.097493843485302545e-01,9.167692468239164727e-01,9.168809621862313852e-01,9.167402371137799433e-01,9.162626802873077292e-01,9.160578101515977067e-01,9.154647405283029560e-01,9.122854279612675477e-01,9.118980112568977336e-01,9.113326084523978299e-01,9.109811963877558760e-01,9.215604596702097195e-01,9.208971348908777665e-01,9.206602865503618061e-01,9.216418108381966290e-01,9.247781642793332368e-01,9.246287320739140503e-01,9.244273068244019953e-01,9.241415822305962813e-01,9.241263111922658480e-01,9.240623806960821529e-01,9.239316230052513346e-01,9.238108245235893135e-01,9.238571077745880711e-01,9.208159855319233422e-01,9.255624243348903324e-01,9.252921713534529857e-01,9.250128414867112570e-01,9.251627490527049025e-01,9.247457615420759947e-01,9.248576902686878043e-01,9.249551604391448301e-01,9.246072762899999464e-01,9.242616595714361338e-01,9.240491615654794488e-01,9.236603405851131487e-01,9.234127605617412637e-01,9.229300582976119882e-01,9.224467828773590394e-01,9.221901455782668400e-01,9.217253592890115588e-01,9.214662624101175314e-01,9.211147313080026988e-01,9.207927761239549369e-01,9.205209595842975823e-01,9.200783066083216832e-01
9.513366201720779847e-01,9.578545613108281342e-01,9.623908218539112269e-01,9.673452448341828269e-01,9.716632038366749269e-01,9.843664278508432730e-01,1.000000000000000000e+00,9.906615373237781519e-01,9.831663386837529162e-01,9.802821388093666544e-01,9.774459393615533287e-01,9.753762601423940914e-01,9.746332328928242195e-01,9.689560041385228972e-01,9.668943480633998000e-01,9.651761916772544359e-01,9.640285526959595508e-01,9.628037985227798634e-01,9.602779259746674345e-01,9.525158223566767557e-01,9.513324452960456590e-01,9.498914532170918967e-01,9.326275170878518539e-01,9.297929409290935920e-01,9.166024327738843125e-01,9.093431299866451267e-01,9.097377423288839360e-01,9.097198322658807124e-01,9.099669768727349783e-01,9.114397298294720784e-01,9.115685995233506755e-01,9.122154327610809688e-01,9.119517874897673515e-01,9.168347440033974838e-01,9.168751152119661851e-01,9.167567297722469810e-01,9.162427659498215693e-01,9.162249596103481108e-01,9.156535446052689320e-01,9.125366848459832703e-01,9.122877458548465102e-01,9.118543485163754792e-01,9.116218224620500354e-01,9.226025594381286332e-01,9.220216008804673624e-01,9.218098622357648875e-01,9.224923762436642027e-01,9.256699883881099877e-01,9.254652010883936963e-01,9.252883856514042549e-01,9.250283950168800562e-01,9.249996267645069770e-01,9.249876240026230212e-01,9.248338918698049138e-01,9.247036067312747187e-01,9.247718087821740207e-01,9.217251868352885902e-01,9.267760575814232293e-01,9.265053901891328048e-01,9.262395256950251010e-01,9.263721764946184489e-01,9.259447260361933774e-01,9.259889516984824986e-01,9.260635987300329663e-01,9.257340755193336213e-01,9.254494250388525245e-01,9.252730748086259727e-01,9.249460554603760043e-01,9.247346344028662957e-01,9.242676721693603437e-01,9.239014298685628290e-01,9.237163750881192126e-01,9.233094993891711733e-01,9.230698598564057722e-01,9.227789379604950382e-01,9.225213531780899201e-01,9.222633323026034891e-01,9.218820498700793786e-01
9.478561531954200481e-01,9.543180014641944320e-01,9.586094137406427906e-01,9.632456224300497416e-01,9.674206775592413265e-01,9.780291365099613721e-01,9.906615373237781519e-01,1.000000000000000000e+00,9.889750742880020207e-01,9.858172686175923349e-01,9.828065414387786580e-01,9.805858947266418157e-01,9.796829481018316521e-01,9.741503876108261739e-01,9.719835509811797225e-01,9.702562146573958657e-01,9.691403480124984871e-01,9.678871445433727683e-01,9.653093296987507177e-01,9.569441093595599801e-01,9.557488774465701109e-01,9.543011422267946298e-01,9.356211897496022889e-01,9.326133999274585085e-01,9.185378284915789449e-01,9.116645649160116660e-01,9.117485978824776405e-01,9.115145740146579634e-01,9.115053708268842092e-01,9.130256802131422322e-01,9.131655318644343877e-01,9.136296430030321769e-01,9.133841820550431256e-01,9.188047727692542077e-01,9.189422836902870761e-01,9.188292010535202836e-01,9.183944068866134458e-01,9.183716773388992394e-01,9.178735533991843054e-01,9.147925810677991487e-01,9.145685246728816331e-01,9.141261505481894645e-01,9.138904229662494494e-01,9.259313329269152071e-01,9.253520675912838556e-01,9.251625937707932401e-01,9.257959095566611341e-01,9.288762922420458201e-01,9.286289118423008970e-01,9.284032210755837067e-01,9.281419026703615627e-01,9.280898040932028525e-01,9.280484362055358982e-01,9.279024094684753532e-01,9.276812890556245250e-01,9.276772992087922720e-01,9.246391957251215432e-01,9.301559408185489097e-01,9.298254918604609287e-01,9.295481635351029448e-01,9.295739972498173742e-01,9.290397667134242532e-01,9.289301202480815256e-01,9.289428691030717777e-01,9.285392754266073023e-01,9.281199789304771519e-01,9.278052781378746117e-01,9.274568780075357344e-01,9.272418577001073636e-01,9.267740203916221553e-01,9.264627254432462600e-01,9.262609155516472459e-01,9.258805595914014752e-01,9.256350754899272948e-01,9.253174511296500260e-01,9.250763752432193954e-01,9.247928550791073565e-01,9.244038090342050484e-01
9.520197880242751154e-01,9.582377732415305882e-01,9.623925292944977006e-01,9.671495890871208978e-01,9.712680743802687422e-01,9.784030749816358119e-01,9.831663386837529162e-01,9.889750742880020207e-01,1.000000000000000000e+00,9.949382085522355812e-01,9.911370545334143856e-01,9.884553745281629000e-01,9.871777577504360357e-01,9.824916352663954910e-01,9.802316950619797131e-01,9.785031298638033892e-01,9.772077980396295382e-01,9.759929859897236160e-01,9.733240564073685208e-01,9.647562928039288277e-01,9.634514105004577944e-01,9.618592971447176287e-01,9.422036316518415111e-01,9.390135350649818635e-01,9.241911778312793535e-01,9.135679657833061240e-01,9.138696248336409811e-01,9.137856201969014602e-01,9.139527596468166593e-01,9.160109996863150528e-01,9.162881360879756576e-01,9.169204384847174927e-01,9.165158246964565381e-01,9.228323620960985352e-01,9.228496949865574450e-01,9.226291250810827460e-01,9.228646459730741602e-01,9.227273211014550558e-01,9.226254125015180829e-01,9.203126785838358082e-01,9.199603636890307801e-01,9.194597240470152588e-01,9.191453567515708301e-01,9.310876489676903622e-01,9.307862951707002175e-01,9.301828948407976361e-01,9.311843728356317129e-01,9.335118464750269407e-01,9.334363758624493190e-01,9.330661630237071513e-01,9.327400585172967995e-01,9.326710890400838894e-01,9.325940971652020295e-01,9.324179952228013324e-01,9.321340309810924873e-01,9.319638323878245423e-01,9.297398422846554489e-01,9.352763666499976924e-01,9.348039869844624317e-01,9.344686050670393263e-01,9.344746603474870517e-01,9.338997701773392723e-01,9.337321277459023072e-01,9.337123989101381305e-01,9.332661852859128748e-01,9.327773390954929855e-01,9.324449487940069670e-01,9.320589472335941705e-01,9.318120037484717288e-01,9.312904038565025244e-01,9.309195641393250842e-01,9.306797955172958492e-01,9.302386715733583777e-01,9.299777552558792237e-01,9.296371435989199128e-01,9.293574216371610630e-01,9.290322632716764284e-01,9.286096061965971593e-01
9.507539867723482363e-01,9.569442339330360703e-01,9.612761134846103950e-01,9.660059118108668130e-01,9.701035870402748840e-01,9.762080265457113715e-01,9.802821388093666544e-01,9.858172686175923349e-01,9.949382085522355812e-01,1.000000000000000000e+00,9.954033914737762112e-01,9.924633459379620382e-01,9.908358036384111722e-01,9.856390649219638478e-01,9.834539914977844521e-01,9.815616952337146150e-01,9.802915686510644822e-01,9.789494095925138639e-01,9.762670874915326813e-01,9.669117914376457179e-01,9.656640404959055957e-01,9.640381801315958121e-01,9.439237313466394275e-01,9.406187694550810496e-01,9.254434782500897683e-01,9.149527067517512213e-01,9.153312629152127178e-01,9.152078962385653549e-01,9.153604963958260621e-01,9.174673656357826834e-01,9.177440520587133443e-01,9.184466516228235733e-01,9.183337869950110033e-01,9.246265654404567380e-01,9.245861778440314094e-01,9.243243716155168377e-01,9.246400055815906516e-01,9.245245341087973134e-01,9.244270553846519745e-01,9.218539826495771861e-01,9.214912890658963907e-01,9.209396076325241376e-01,9.206382309558960308e-01,9.327492501068499475e-01,9.325136057797265288e-01,9.318684923432785094e-01,9.329032814254258899e-01,9.354956452708416137e-01,9.354933278336734492e-01,9.351387145689603608e-01,9.348267625760371402e-01,9.347593095231672145e-01,9.346987068463311621e-01,9.344974742239288146e-01,9.342532736749390443e-01,9.340597238908279198e-01,9.315939199590954622e-01,9.376833841163834116e-01,9.371730293540393442e-01,9.367861329533474501e-01,9.368358575734914151e-01,9.362411330291438016e-01,9.360712558354460366e-01,9.360385890131583952e-01,9.355816695121170756e-01,9.350854347076996698e-01,9.347417241029406521e-01,9.343494743772322586e-01,9.340929126706142283e-01,9.335669692881166659e-01,9.331740554300613777e-01,9.329328142206648744e-01,9.324829208301740335e-01,9.322268611707762442e-01,9.318700617704132050e-01,9.315793341930171945e-01,9.312471559188100212e-01,9.308147200835363844e-01
