1.000000000000000000e+00,9.956326546717707560e-01,9.898241829505570744e-01,9.883802160479284726e-01,9.861012628103125177e-01,9.850944873920582934e-01,9.756617723656326735e-01,9.526235101449728182e-01,9.520956693528214165e-01,9.388002317114867434e-01,9.282931865374415281e-01,8.215418940901157985e-01,8.211363187130862329e-01,8.193777962424625416e-01,8.159784472008229095e-01,8.123974290423707778e-01,8.102159176355943071e-01,8.092605183917751521e-01,8.086955039734098349e-01,8.055732898727122615e-01,7.995837665367830915e-01,7.988854951659773995e-01,7.948528359740912874e-01,7.892565379732605635e-01,7.779313025212548638e-01,7.743462088489654338e-01,7.712364682906190927e-01,7.607936433346175198e-01,7.576174595506794951e-01,7.503846574935082447e-01,7.467271925755005757e-01,7.423712092858485434e-01,7.374819511855947862e-01,7.310731439260921283e-01,7.230188170796385538e-01,7.207198567740937811e-01,7.186918563885256184e-01,7.131566910952555904e-01,7.113416054325858440e-01,7.106763086737368784e-01,7.095439333290396444e-01,6.976680095073095611e-01,7.084545361302634348e-01,6.952173906868457376e-01,6.945235653311352397e-01,6.937851563240520214e-01,6.865461792459151003e-01,6.852998130141900734e-01
9.956326546717707560e-01,1.000000000000000000e+00,9.927727554616979644e-01,9.907816817015047128e-01,9.882932717527308508e-01,9.872526572195843286e-01,9.777231178644159026e-01,9.544104377120385951e-01,9.539300210809040781e-01,9.406501444924031397e-01,9.299995918311141363e-01,8.231667891070407750e-01,8.226910654918401233e-01,8.209300730128302748e-01,8.174751487824987173e-01,8.138128673481377362e-01,8.116592670361263417e-01,8.106603956447082648e-01,8.101102012766607796e-01,8.069116639168270044e-01,8.009349846245066296e-01,8.002468402880844600e-01,7.960810476441769756e-01,7.903918773280214083e-01,7.790360137720258038e-01,7.754104119622013958e-01,7.722989423979842449e-01,7.618151153027701294e-01,7.585593972487935099e-01,7.513458612570352857e-01,7.477130964228906329e-01,7.433566191315610361e-01,7.385123151839383393e-01,7.322247853362024994e-01,7.240486870763045424e-01,7.217526907808232695e-01,7.198012606552302017e-01,7.141964411254667633e-01,7.124169235835595693e-01,7.116575195051930702e-01,7.104826600162514882e-01,6.985128758758418765e-01,7.093999318401182919e-01,6.959308526092273794e-01,6.952152911797172541e-01,6.945650614720249028e-01,6.871391047590452716e-01,6.861464083885928655e-01
9.898241829505570744e-01,9.927727554616979644e-01,1.000000000000000000e+00,9.969161945297094762e-01,9.941600356718611753e-01,9.929349115122583225e-01,9.828802483741633234e-01,9.593993606506793226e-01,9.589231430338014395e-01,9.454935839370908202e-01,9.347516409655090008e-01,8.278990781743450489e-01,8.273556763293601346e-01,8.255141615769570063e-01,8.220827024262954419e-01,8.182816065206246492e-01,8.161502362840898916e-01,8.152274411509694563e-01,8.146275996143578224e-01,8.114120191966583961e-01,8.054064408062182601e-01,8.046214721410532844e-01,8.004393774417962737e-01,7.949245897177131814e-01,7.835734191776515534e-01,7.798633430810156808e-01,7.767466864991873221e-01,7.662544613754599387e-01,7.629147630363490862e-01,7.557913823506907658e-01,7.521843056037635922e-01,7.478149842688253113e-01,7.429491912482419913e-01,7.367426776755764406e-01,7.286184495917910064e-01,7.261937658593833333e-01,7.242304796935363775e-01,7.186407272149291092e-01,7.167330162377731906e-01,7.160037462617196979e-01,7.146606792016709786e-01,7.020153477676094322e-01,7.132961230686616361e-01,6.993226681252886490e-01,6.985994496697818246e-01,6.979776250585314479e-01,6.904854721207993595e-01,6.896002211151506245e-01
9.883802160479284726e-01,9.907816817015047128e-01,9.969161945297094762e-01,1.000000000000000000e+00,9.961795145284967345e-01,9.948061898657161173e-01,9.847900588584473924e-01,9.612232148431202328e-01,9.605844706744240957e-01,9.471969017202805929e-01,9.363719664669192255e-01,8.294754375264792312e-01,8.288954795573768575e-01,8.270784178879982962e-01,8.236489347440458797e-01,8.198910639851353377e-01,8.177293126454489025e-01,8.167729253982749515e-01,8.161352927333527241e-01,8.128661131336706314e-01,8.067995255360892459e-01,8.059985018164133042e-01,8.017934360391636428e-01,7.961813299846604020e-01,7.847837232869364632e-01,7.810205420099954887e-01,7.778893123786878583e-01,7.672795148557728373e-01,7.639235144613123474e-01,7.566714463387282930e-01,7.529976793653709866e-01,7.485722888400637709e-01,7.436482036215636970e-01,7.373727768149205275e-01,7.291613574350985783e-01,7.266208303093739662e-01,7.246684121804266576e-01,7.189245311785142922e-01,7.168510826386385038e-01,7.161573807833472305e-01,7.146868612905656892e-01,7.020795679856532967e-01,7.134006044234023625e-01,6.994147994380978117e-01,6.986587298710525973e-01,6.979684860275024993e-01,6.905217812440778147e-01,6.898437639420395007e-01
9.861012628103125177e-01,9.882932717527308508e-01,9.941600356718611753e-01,9.961795145284967345e-01,1.000000000000000000e+00,9.979592790712422667e-01,9.874802684923815743e-01,9.636464165704958784e-01,9.630832546584204845e-01,9.496062714006929806e-01,9.387092119024518233e-01,8.307320542930072271e-01,8.301283842433965221e-01,8.283575117308419333e-01,8.248304632556303639e-01,8.210061492711282494e-01,8.188140168282909137e-01,8.177738962968216230e-01,8.171641747266644717e-01,8.138594270062196046e-01,8.077757963507725680e-01,8.069490845438791471e-01,8.027309277221825745e-01,7.970770785259508884e-01,7.857412220378839907e-01,7.819768057567497710e-01,7.787838259157848775e-01,7.681545153266182702e-01,7.648177809975710284e-01,7.575400247877692728e-01,7.538810778647297983e-01,7.493618270207431653e-01,7.443794496043265596e-01,7.381726890308222266e-01,7.298308532082042888e-01,7.272947720975748709e-01,7.252200885535056152e-01,7.192798418848829201e-01,7.169505004761866918e-01,7.162432135747712758e-01,7.147363849587109463e-01,7.020078142420316247e-01,7.134236990018141267e-01,6.994675341171452398e-01,6.987131935559705020e-01,6.980004726361046519e-01,6.905703169088681648e-01,6.899970279624090264e-01
9.850944873920582934e-01,9.872526572195843286e-01,9.929349115122583225e-01,9.948061898657161173e-01,9.979592790712422667e-01,1.000000000000000000e+00,9.887886319346026465e-01,9.647789154156126701e-01,9.642140244976666885e-01,9.506392289078419156e-01,9.397900875722948744e-01,8.318648001389625790e-01,8.312275379752984694e-01,8.294065242925017234e-01,8.258315576545961489e-01,8.219916826172604107e-01,8.197671930645622496e-01,8.186304952051890460e-01,8.180518957406990310e-01,8.147429490059978630e-01,8.085812660855435929e-01,8.077555422820048570e-01,8.034250000787316326e-01,7.976819835797548386e-01,7.863071009591844351e-01,7.824878504918744149e-01,7.792474464898926367e-01,7.686169008965328953e-01,7.652233563746007050e-01,7.578796509408849413e-01,7.542342890639699426e-01,7.497093572006949813e-01,7.446748626073274036e-01,7.382749473780150229e-01,7.298138101503389708e-01,7.272110388132795311e-01,7.251077031719290744e-01,7.190185149976129342e-01,7.166200133541003048e-01,7.159423665533198866e-01,7.144473939775143334e-01,7.015562967090163138e-01,7.130877778612776385e-01,6.990419516721861903e-01,6.982391989466402160e-01,6.975348760552879668e-01,6.900945932936675131e-01,6.896470277740711641e-01
9.756617723656326735e-01,9.777231178644159026e-01,9.828802483741633234e-01,9.847900588584473924e-01,9.874802684923815743e-01,9.887886319346026465e-01,1.000000000000000000e+00,9.748083844681674215e-01,9.740587369229265491e-01,9.603582179062393198e-01,9.493509960339693299e-01,8.390441265145706096e-01,8.384696025639181149e-01,8.377662676759202176e-01,8.341964880556261841e-01,8.302486736518092103e-01,8.280004720186022737e-01,8.269166323386958339e-01,8.263022177526047063e-01,8.230199471084753693e-01,8.168160270446156446e-01,8.159115099735542165e-01,8.114987164910171247e-01,8.056141685115056905e-01,7.941175144774909045e-01,7.902086027057582118e-01,7.869264555620483215e-01,7.762220567179379804e-01,7.728033181104657645e-01,7.652541079790101675e-01,7.615504539041787480e-01,7.569605608203441305e-01,7.519379222672304408e-01,7.454676117989087469e-01,7.369101442441673422e-01,7.341959755288858247e-01,7.320054485914992970e-01,7.258293161219856460e-01,7.232109837320921386e-01,7.222853480893279832e-01,7.204786604551720597e-01,7.074494897178797981e-01,7.188016482612964442e-01,7.045090682344137267e-01,7.036586443470125296e-01,7.028984992661295728e-01,6.953006299694637349e-01,6.946347157085182022e-01
9.526235101449728182e-01,9.544104377120385951e-01,9.593993606506793226e-01,9.612232148431202328e-01,9.636464165704958784e-01,9.647789154156126701e-01,9.748083844681674215e-01,1.000000000000000000e+00,9.984036335799368889e-01,9.845430580198177850e-01,9.732260970959062396e-01,8.628006671739651967e-01,8.622777663985864427e-01,8.614919332304862287e-01,8.579018995414242621e-01,8.537646354943785321e-01,8.514979087982745831e-01,8.502303004944276044e-01,8.494909034839899231e-01,8.462488939765570040e-01,8.399889047223287886e-01,8.389804002982039766e-01,8.347750875201159770e-01,8.288357053544286313e-01,8.172555650369571767e-01,8.132216708408778194e-01,8.099121066040798622e-01,7.992459928899573463e-01,7.958415803311256198e-01,7.881073665715363497e-01,7.845072058480908606e-01,7.797229231042547282e-01,7.745753021267945959e-01,7.678429237686867914e-01,7.590856325354937706e-01,7.563386127086749733e-01,7.540310073737777063e-01,7.476666602652281002e-01,7.447867539872263798e-01,7.435723743641045047e-01,7.409826940714920873e-01,7.270801283688059780e-01,7.378049047821026996e-01,7.232875539920675667e-01,7.221429521058583267e-01,7.211074010899034548e-01,7.134262925106193975e-01,7.130372661897780295e-01
9.520956693528214165e-01,9.539300210809040781e-01,9.589231430338014395e-01,9.605844706744240957e-01,9.630832546584204845e-01,9.642140244976666885e-01,9.740587369229265491e-01,9.984036335799368889e-01,1.000000000000000000e+00,9.855387184003336909e-01,9.740510798969290729e-01,8.636182399498291140e-01,8.630736031006509545e-01,8.623159280281545991e-01,8.586046169273255924e-01,8.543238453930360743e-01,8.522268082730707350e-01,8.510058831277246272e-01,8.502911862011499622e-01,8.469738414379350822e-01,8.407010081400978496e-01,8.396626166144989245e-01,8.354728648892446596e-01,8.294784015365427310e-01,8.178570120790202846e-01,8.137211065365870244e-01,8.104577314566125956e-01,7.997175174909012529e-01,7.963005078892995137e-01,7.885912412144118200e-01,7.849992315186409275e-01,7.802035867362276944e-01,7.751177159684252693e-01,7.682383721113327235e-01,7.594099446366145978e-01,7.566560087863138939e-01,7.543195043532969768e-01,7.477481705419759539e-01,7.449361894945973894e-01,7.437181048588955568e-01,7.411205205394473250e-01,7.271776937000644647e-01,7.378098447988754582e-01,7.232752039501361141e-01,7.221197340270271159e-01,7.210631879397888522e-01,7.133551562690945147e-01,7.129688469574775311e-01
9.388002317114867434e-01,9.406501444924031397e-01,9.454935839370908202e-01,9.471969017202805929e-01,9.496062714006929806e-01,9.506392289078419156e-01,9.603582179062393198e-01,9.845430580198177850e-01,9.855387184003336909e-01,1.000000000000000000e+00,9.875749933139961190e-01,8.760220045637109321e-01,8.754425405962859008e-01,8.745381470256436973e-01,8.708181908954627515e-01,8.663464877129124497e-01,8.643497329334306478e-01,8.629383701415014318e-01,8.622508433071757183e-01,8.588724893368192559e-01,8.526021260473684027e-01,8.515632405200922461e-01,8.473371796715591930e-01,8.411935278123251480e-01,8.294187508340137294e-01,8.253329864618222933e-01,8.219950171285819174e-01,8.110895596018272702e-01,8.076703269926778228e-01,8.000158945039659297e-01,7.962376461758682300e-01,7.913977882433406164e-01,7.861871820520299758e-01,7.792223759047719467e-01,7.700607442987420503e-01,7.673006334274756757e-01,7.649288078745348773e-01,7.580240229310638567e-01,7.548504326559314359e-01,7.535414517116136857e-01,7.502915381773449521e-01,7.359206588846169961e-01,7.463507632974291095e-01,7.314579712326767513e-01,7.300387044139112769e-01,7.288660679325172920e-01,7.209898286907157061e-01,7.206682335988199295e-01
