day	hour	value
9	2	0.0544040342153
9	3	0.0512531680173
9	4	0.0502998682806
9	5	0.0446462660852
9	6	0.0361425212129
9	7	0.0190753807657
9	8	0.0140170505914
9	9	0.0
9	10	0.0134386981277
9	11	0.0137248485993
9	12	0.0153276370412
9	13	0.0220760704538
9	14	0.131470889377
9	15	0.135178742466
9	16	0.135754007419
9	17	0.136748062294
9	18	0.142621248235
9	19	0.143802282745
9	20	0.147823085896
9	21	0.152668377847
9	22	0.154725277331
9	23	0.16078037939
9	24	0.167583523488
9	25	0.172062513195
9	26	0.177036986585
9	27	0.188825842611
9	28	0.19347032288
9	29	0.199534440469
9	30	0.205058614225
9	31	0.209408545994
9	32	0.217052357447
9	33	0.222569121178
9	34	0.230059051108
9	35	0.233319709179
9	36	0.23593260755
9	37	0.2420734189
9	38	0.245795598038
9	39	0.257666705343
9	40	0.24790214469
9	41	0.264524807128
9	42	0.266983947477
9	43	0.268785818595
9	44	0.270583737699
9	45	0.27215071102
9	46	0.279481942911
9	47	0.280165270731
10	0	0.0727658295582
10	1	0.0710940043819
10	2	0.0662992241025
10	3	0.063225669167
10	4	0.0623222635997
10	5	0.0567474546718
10	6	0.0482708798917
10	7	0.0314334502244
10	8	0.026468733368
10	9	0.0134386981277
10	10	0.0
10	11	0.00367450797587
10	12	0.00320989939841
10	13	0.0111819749656
10	14	0.120788967609
10	15	0.124488175669
10	16	0.125157547941
10	17	0.125986853257
10	18	0.131998853669
10	19	0.133027982663
10	20	0.136975673567
10	21	0.141891607757
10	22	0.144047801578
10	23	0.150105373645
10	24	0.156888016674
10	25	0.161452468672
10	26	0.166407428995
10	27	0.178176277953
10	28	0.182845458306
10	29	0.18893155897
10	30	0.194358167395
10	31	0.198681176072
10	32	0.20626743633
10	33	0.211883494397
10	34	0.219609557129
10	35	0.223060405846
10	36	0.225722457384
10	37	0.231875865777
10	38	0.235843563748
10	39	0.248216329756
10	40	0.239061120172
10	41	0.25655544857
10	42	0.259245287703
10	43	0.261311202717
10	44	0.263361803679
10	45	0.265015474294
10	46	0.272546776864
10	47	0.273398312256
11	0	0.0728420293169
11	1	0.0712601124459
11	2	0.0664334690583
11	3	0.0633890602217
11	4	0.0625130717475
11	5	0.0568528005295
11	6	0.0485254142559
11	7	0.0316664955157
11	8	0.0268319481012
11	9	0.0137248485993
11	10	0.00367450797587
11	11	0.0
11	12	0.00229488479171
11	13	0.0109516466836
11	14	0.119309309085
11	15	0.1231132455
11	16	0.123933782286
11	17	0.125064181624
11	18	0.130826217188
11	19	0.132171260254
11	20	0.136167363322
11	21	0.141179380839
11	22	0.143303711552
11	23	0.149492194063
11	24	0.156213086883
11	25	0.16088646625
11	26	0.166022478188
11	27	0.178024248937
11	28	0.182539547767
11	29	0.188624413427
11	30	0.194055714868
11	31	0.198499506955
11	32	0.206085520212
11	33	0.211809764647
11	34	0.219644507748
11	35	0.223204283834
11	36	0.225854479332
11	37	0.232308981747
11	38	0.23637720906
11	39	0.248888295538
11	40	0.23965256368
11	41	0.257184189205
11	42	0.259597387398
11	43	0.261661326406
11	44	0.263730699432
11	45	0.265383629044
11	46	0.272931974672
11	47	0.273794872102
12	0	0.0740360313709
12	1	0.0725252507414
12	2	0.067768508591
12	3	0.0647675719021
12	4	0.0638980054497
12	5	0.0583343115596
12	6	0.0499842012089
12	7	0.0330687192766
12	8	0.0283799023569
12	9	0.0153276370412
12	10	0.00320989939841
12	11	0.00229488479171
12	12	0.0
12	13	0.0092100437704
12	14	0.118931891804
12	15	0.122941579917
12	16	0.123772243738
12	17	0.124893998046
12	18	0.130541425221
12	19	0.131756545846
12	20	0.135867504304
12	21	0.140868900785
12	22	0.142949512349
12	23	0.149155778921
12	24	0.155909275851
12	25	0.160502873947
12	26	0.165621101825
12	27	0.177604347511
12	28	0.182106802298
12	29	0.188199077983
12	30	0.193663971538
12	31	0.198186062891
12	32	0.205818512305
12	33	0.21156622182
12	34	0.21941232696
12	35	0.222898496796
12	36	0.225561042336
12	37	0.232079517968
12	38	0.236147992281
12	39	0.248700821901
12	40	0.239535732284
12	41	0.257084647867
12	42	0.259415100779
12	43	0.26154474201
12	44	0.263614115036
12	45	0.265268279652
12	46	0.272870718464
12	47	0.273749423948
13	0	0.0805396869524
13	1	0.0790185322877
13	2	0.074340336404
13	3	0.071368545814
13	4	0.0704120350665
13	5	0.0648972473424
13	6	0.0566125922139
13	7	0.0396958752774
13	8	0.0349512361682
13	9	0.0220760704538
13	10	0.0111819749656
13	11	0.0109516466836
13	12	0.0092100437704
13	13	0.0
13	14	0.111787269046
13	15	0.115766082055
13	16	0.116663436102
13	17	0.118848035019
13	18	0.124725666975
13	19	0.126070463041
13	20	0.129201569172
13	21	0.134215562695
13	22	0.136427331705
13	23	0.142647183323
13	24	0.149243587719
13	25	0.153657122204
13	26	0.15889563949
13	27	0.170725744657
13	28	0.175346759846
13	29	0.181451385573
13	30	0.186962221284
13	31	0.191580889965
13	32	0.199336839798
13	33	0.2050218111
13	34	0.212744909822
13	35	0.216227374646
13	36	0.219006504582
13	37	0.225601303473
13	38	0.22947044811
13	39	0.241956834504
13	40	0.233027383686
13	41	0.25093296848
13	42	0.25363960367
13	43	0.255764304884
13	44	0.257833183908
13	45	0.259531067673
13	46	0.267263922928
13	47	0.268312070987
14	0	0.186370777775
14	1	0.184843942091
14	2	0.180238117453
14	3	0.178417350772
14	4	0.177508758187
14	5	0.173053357059
14	6	0.164757092892
14	7	0.147940164294
14	8	0.143213803247
14	9	0.131470889377
14	10	0.120788967609
14	11	0.119309309085
14	12	0.118931891804
14	13	0.111787269046
14	14	0.0
14	15	0.00724490509826
14	16	0.0106475886512
14	17	0.0097644371527
14	18	0.0167535728826
14	19	0.0182584254919
14	20	0.0254445443906
14	21	0.0337569871134
14	22	0.0382251087838
14	23	0.0442243886529
14	24	0.0561276060672
14	25	0.0683505660673
14	26	0.078285557299
14	27	0.0930013732629
14	28	0.102531283119
14	29	0.112887287281
14	30	0.124544244859
14	31	0.133911257662
14	32	0.148287076972
14	33	0.156275084093
14	34	0.16487157778
14	35	0.170448115714
14	36	0.178217897594
14	37	0.187740891427
14	38	0.196403087338
14	39	0.210489792165
14	40	0.199796014357
14	41	0.219566208482
14	42	0.221890486374
14	43	0.225265505833
14	44	0.22878724379
14	45	0.232179800308
14	46	0.241656975486
14	47	0.247798033836
15	0	0.189265998105
15	1	0.187866367853
15	2	0.183295864335
15	3	0.181394328379
15	4	0.18058157212
15	5	0.176224724327
15	6	0.167983788347
15	7	0.151301969208
15	8	0.146699355581
15	9	0.135178742466
15	10	0.124488175669
15	11	0.1231132455
15	12	0.122941579917
15	13	0.115766082055
15	14	0.00724490509826
15	15	0.0
15	16	0.00425187243617
15	17	0.00585231437007
15	18	0.0110415549888
15	19	0.0125017004464
15	20	0.0195966760356
15	21	0.0281126474495
15	22	0.0326842624712
15	23	0.0386973743873
15	24	0.0506136828461
15	25	0.0628648009417
15	26	0.0728319022825
15	27	0.0876502235944
15	28	0.0974207122677
15	29	0.107769800405
15	30	0.119549517401
15	31	0.128752768648
15	32	0.143295066523
15	33	0.151280356635
15	34	0.160069016974
15	35	0.165611221792
15	36	0.173391377707
15	37	0.182885719443
15	38	0.191665981754
15	39	0.205911755122
15	40	0.195091759885
15	41	0.215326562588
15	42	0.217573776217
15	43	0.221095761175
15	44	0.224606878096
15	45	0.228076745878
15	46	0.237704838567
15	47	0.244193427098
16	0	0.189826443008
16	1	0.188406311686
16	2	0.183860755253
16	3	0.181947610258
16	4	0.181176103138
16	5	0.176870137518
16	6	0.168630189542
16	7	0.152033585692
16	8	0.1473235267
16	9	0.135754007419
16	10	0.125157547941
16	11	0.123933782286
16	12	0.123772243738
16	13	0.116663436102
16	14	0.0106475886512
16	15	0.00425187243617
16	16	0.0
16	17	0.00707669752716
16	18	0.0124395797355
16	19	0.0141202969419
16	20	0.0165835128052
16	21	0.0252837468446
16	22	0.0296130540437
16	23	0.0359072529141
16	24	0.0479411337721
16	25	0.0602043549088
16	26	0.0702910046556
16	27	0.0848304620206
16	28	0.0945157354045
16	29	0.105032784113
16	30	0.117010348779
16	31	0.126331913428
16	32	0.14073490283
16	33	0.148903961566
16	34	0.157725967019
16	35	0.163283238887
16	36	0.171078955856
16	37	0.180772133267
16	38	0.189574131652
16	39	0.204139277104
16	40	0.193375104057
16	41	0.21437313935
16	42	0.216814989641
16	43	0.220457017007
16	44	0.224015558089
16	45	0.227533344033
16	46	0.237247393014
16	47	0.243729312522
17	0	0.190485811747
17	1	0.189105941562
17	2	0.184517653984
17	3	0.182674410225
17	4	0.18197774436
17	5	0.177710804873
17	6	0.169392310629
17	7	0.152880181066
17	8	0.148113311882
17	9	0.136748062294
17	10	0.125986853257
17	11	0.125064181624
17	12	0.124893998046
17	13	0.118848035019
17	14	0.0097644371527
17	15	0.00585231437007
17	16	0.00707669752716
17	17	0.0
17	18	0.00836789441109
17	19	0.0101777930561
17	20	0.0194485990329
17	21	0.0282204633155
17	22	0.0327930663407
17	23	0.0388345833531
17	24	0.0509796145885
17	25	0.0634604434641
17	26	0.0733487515374
17	27	0.0883231773793
17	28	0.0981010760777
17	29	0.108735203183
17	30	0.120564567347
17	31	0.129755715553
17	32	0.144284675383
17	33	0.152468554169
17	34	0.161387630951
17	35	0.167081741284
17	36	0.174627246403
17	37	0.184407368109
17	38	0.193094511104
17	39	0.207639649489
17	40	0.196580804441
17	41	0.216792142064
17	42	0.219000329561
17	43	0.222474396356
17	44	0.225972669234
17	45	0.229464026088
17	46	0.239187955103
17	47	0.245389528659
18	0	0.196065560692
18	1	0.194716812612
18	2	0.190235229396
18	3	0.18843101177
18	4	0.187687168745
18	5	0.183559784731
18	6	0.17523906748
18	7	0.158797827158
18	8	0.154096907198
18	9	0.142621248235
18	10	0.131998853669
18	11	0.130826217188
18	12	0.130541425221
18	13	0.124725666975
18	14	0.0167535728826
18	15	0.0110415549888
18	16	0.0124395797355
18	17	0.00836789441109
18	18	0.0
18	19	0.00275615885785
18	20	0.0124715663441
18	21	0.0212661547039
18	22	0.026085264566
18	23	0.032113690534
18	24	0.0443073809346
18	25	0.0571263539583
18	26	0.0670633211967
18	27	0.0823262440182
18	28	0.0920950036856
18	29	0.102783223975
18	30	0.114821056846
18	31	0.124205359708
18	32	0.139050480611
18	33	0.147519151364
18	34	0.156529124456
18	35	0.162523340807
18	36	0.170540370527
18	37	0.180793498839
18	38	0.189762963793
18	39	0.20430587917
18	40	0.19338486059
18	41	0.213830849009
18	42	0.215940483172
18	43	0.219447154078
18	44	0.222958270999
18	45	0.226398251679
18	46	0.236287424255
18	47	0.242415391561
19	0	0.196859050886
19	1	0.195566618998
19	2	0.191095409817
19	3	0.189337875349
19	4	0.188667391573
19	5	0.184551616599
19	6	0.176241026382
19	7	0.159828932159
19	8	0.15526089865
19	9	0.143802282745
19	10	0.133027982663
19	11	0.132171260254
19	12	0.131756545846
19	13	0.126070463041
19	14	0.0182584254919
19	15	0.0125017004464
19	16	0.0141202969419
19	17	0.0101777930561
19	18	0.00275615885785
19	19	0.0
19	20	0.0104704890499
19	21	0.0196585497457
19	22	0.0248548298884
19	23	0.0307110962718
19	24	0.042992718971
19	25	0.0557857569066
19	26	0.0658217714814
19	27	0.0811032193657
19	28	0.0909458322838
19	29	0.101734828915
19	30	0.113806747902
19	31	0.123232793906
19	32	0.138208331252
19	33	0.14678148336
19	34	0.156005606178
19	35	0.162085778822
19	36	0.170131954641
19	37	0.180503396354
19	38	0.189565733623
19	39	0.20412939707
19	40	0.193095252107
19	41	0.213478008311
19	42	0.215843041341
19	43	0.219365767302
19	44	0.222893433279
19	45	0.22632501593
19	46	0.236263341673
19	47	0.242346354826
20	0	0.200805259784
20	1	0.199521472925
20	2	0.195052486752
20	3	0.193368805535
20	4	0.192673127673
20	5	0.188585263794
20	6	0.180279613594
20	7	0.163844795294
20	8	0.159316528919
20	9	0.147823085896
20	10	0.136975673567
20	11	0.136167363322
20	12	0.135867504304
20	13	0.129201569172
20	14	0.0254445443906
20	15	0.0195966760356
20	16	0.0165835128052
20	17	0.0194485990329
20	18	0.0124715663441
20	19	0.0104704890499
20	20	0.0
20	21	0.0102837564159
20	22	0.0155027606357
20	23	0.0216944541581
20	24	0.0339852158883
20	25	0.0469309003421
20	26	0.0572373808352
20	27	0.0724874596131
20	28	0.0823075954549
20	29	0.0930546019436
20	30	0.105358701719
20	31	0.114873174023
20	32	0.130076446142
20	33	0.138822745838
20	34	0.148167158065
20	35	0.154303646899
20	36	0.162707479933
20	37	0.17330962043
20	38	0.182652056649
20	39	0.197742325885
20	40	0.186942090715
20	41	0.208550712082
20	42	0.211139774872
20	43	0.214911477678
20	44	0.218635015321
20	45	0.222139216218
20	46	0.232212898421
20	47	0.238402615936
21	0	0.204988342487
21	1	0.203730984718
21	2	0.199351659849
21	3	0.197732692852
21	4	0.197023676945
21	5	0.193058819483
21	6	0.18485839164
21	7	0.168521879674
21	8	0.16404400147
21	9	0.152668377847
21	10	0.141891607757
21	11	0.141179380839
21	12	0.140868900785
21	13	0.134215562695
21	14	0.0337569871134
21	15	0.0281126474495
21	16	0.0252837468446
21	17	0.0282204633155
21	18	0.0212661547039
21	19	0.0196585497457
21	20	0.0102837564159
21	21	0.0
21	22	0.00638435417648
21	23	0.0129700140364
21	24	0.0255376637068
21	25	0.0384371590038
21	26	0.0488997440269
21	27	0.0640814035724
21	28	0.0740593729501
21	29	0.0851129074796
21	30	0.097816654612
21	31	0.107578868757
21	32	0.122824872021
21	33	0.131655152002
21	34	0.140661914082
21	35	0.146699355581
21	36	0.155364268501
21	37	0.166279112059
21	38	0.175923383304
21	39	0.191180131104
21	40	0.180848209525
21	41	0.202634918496
21	42	0.205612266605
21	43	0.20954279095
21	44	0.213563470601
21	45	0.217022470346
21	46	0.227325863328
21	47	0.233298467107
22	0	0.207245065649
22	1	0.206060326126
22	2	0.20151081768
22	3	0.199874560624
22	4	0.199206052854
22	5	0.195299734591
22	6	0.187129934853
22	7	0.170769957807
22	8	0.166243420438
22	9	0.154725277331
22	10	0.144047801578
22	11	0.143303711552
22	12	0.142949512349
22	13	0.136427331705
22	14	0.0382251087838
22	15	0.0326842624712
22	16	0.0296130540437
22	17	0.0327930663407
22	18	0.026085264566
22	19	0.0248548298884
22	20	0.0155027606357
22	21	0.00638435417648
22	22	0.0
22	23	0.00771988771095
22	24	0.0204209178341
22	25	0.0338727070063
22	26	0.0444543464336
22	27	0.0597348063146
22	28	0.0698068830118
22	29	0.0804713912205
22	30	0.0931968744267
22	31	0.103223132468
22	32	0.118938684327
22	33	0.127901356757
22	34	0.136978514076
22	35	0.143202194207
22	36	0.151923670319
22	37	0.163025740513
22	38	0.172692241833
22	39	0.188422243241
22	40	0.179051648925
22	41	0.201008541474
22	42	0.204099509969
22	43	0.207927775967
22	44	0.211991433764
22	45	0.215414124385
22	46	0.225714800358
22	47	0.232198695873
23	0	0.212582630271
23	1	0.211483353039
23	2	0.206967436706
23	3	0.205429485984
23	4	0.204761966218
23	5	0.200961611315
23	6	0.192849856773
23	7	0.176559286963
23	8	0.172115494875
23	9	0.16078037939
23	10	0.150105373645
23	11	0.149492194063
23	12	0.149155778921
23	13	0.142647183323
23	14	0.0442243886529
23	15	0.0386973743873
23	16	0.0359072529141
23	17	0.0388345833531
23	18	0.032113690534
23	19	0.0307110962718
23	20	0.0216944541581
23	21	0.0129700140364
23	22	0.00771988771095
23	23	0.0
23	24	0.0137586877142
23	25	0.0272487620164
23	26	0.0377330831133
23	27	0.0536764932451
23	28	0.0641573563303
23	29	0.0750938124623
23	30	0.0878373267297
23	31	0.0980532814154
23	32	0.114100308399
23	33	0.123157088149
23	34	0.132275247608
23	35	0.138656761274
23	36	0.147743551626
23	37	0.159185494975
23	38	0.168907818484
23	39	0.184851228616
23	40	0.17543049313
23	41	0.197756651933
23	42	0.200905171623
23	43	0.204660325373
23	44	0.208716573145
23	45	0.212155565821
23	46	0.222535035062
23	47	0.22921727225
24	0	0.219142725544
24	1	0.218072100409
24	2	0.213503078896
24	3	0.212030830398
24	4	0.211309217448
24	5	0.207580245787
24	6	0.19952283143
24	7	0.183295493834
24	8	0.17890283092
24	9	0.167583523488
24	10	0.156888016674
24	11	0.156213086883
24	12	0.155909275851
24	13	0.149243587719
24	14	0.0561276060672
24	15	0.0506136828461
24	16	0.0479411337721
24	17	0.0509796145885
24	18	0.0443073809346
24	19	0.042992718971
24	20	0.0339852158883
24	21	0.0255376637068
24	22	0.0204209178341
24	23	0.0137586877142
24	24	0.0
24	25	0.0144037304043
24	26	0.0258432037441
24	27	0.0417878488802
24	28	0.0526382252199
24	29	0.0639995227944
24	30	0.0769356977159
24	31	0.0872064865878
24	32	0.103593139725
24	33	0.113027830758
24	34	0.122310492775
24	35	0.128953086328
24	36	0.138468423135
24	37	0.150036336911
24	38	0.159793487539
24	39	0.176380087855
24	40	0.167295026508
24	41	0.189686887534
24	42	0.193160707329
24	43	0.197152734883
24	44	0.201389293267
24	45	0.204728250604
24	46	0.215347310658
24	47	0.222135758206
25	0	0.223191439791
25	1	0.222098090579
25	2	0.217604157321
25	3	0.21618723701
25	4	0.215508602206
25	5	0.211822855692
25	6	0.203786189405
25	7	0.1875855279
25	8	0.183314389398
25	9	0.172062513195
25	10	0.161452468672
25	11	0.16088646625
25	12	0.160502873947
25	13	0.153657122204
25	14	0.0683505660673
25	15	0.0628648009417
25	16	0.0602043549088
25	17	0.0634604434641
25	18	0.0571263539583
25	19	0.0557857569066
25	20	0.0469309003421
25	21	0.0384371590038
25	22	0.0338727070063
25	23	0.0272487620164
25	24	0.0144037304043
25	25	0.0
25	26	0.0127110336571
25	27	0.0288206753534
25	28	0.0394697460097
25	29	0.0515937821738
25	30	0.0645279810886
25	31	0.0750042746583
25	32	0.0918244142669
25	33	0.101929959578
25	34	0.111279805823
25	35	0.117900169301
25	36	0.128047581254
25	37	0.140721811786
25	38	0.151313084246
25	39	0.168436911385
25	40	0.159796204548
25	41	0.183351686525
25	42	0.187096219238
25	43	0.191249291339
25	44	0.195865490012
25	45	0.199299542672
25	46	0.210285398972
25	47	0.217293924267
