reachability	label
0.91497179225	0
0.970689441162	0
0.91497179225	0
0.882444946511	0
0.840225969265	0
0.831524840568	0
0.819007069199	0
0.797633768486	0
0.790202882564	0
0.790133764791	0
0.789281206584	0
0.76885766955	0
0.757009150679	4
0.727885482737	4
0.721717259882	4
0.717277103473	4
0.711816444983	4
0.707965772828	4
0.70558736513	4
0.690587088547	4
0.685044016857	4
0.678185862179	4
0.672579745699	4
0.667825916792	4
0.655359327796	4
0.653780764536	4
0.653007581857	4
0.652517947568	4
0.648984922999	4
0.636698055274	4
0.625907787703	4
0.623389605499	4
0.620842342866	4
0.620559868514	4
0.620227672936	4
0.619198186133	4
0.61788569254	4
0.616088571814	4
0.616088571814	4
0.615431441477	4
0.613009798512	4
0.605048391097	4
0.603960463919	4
0.601913032794	4
0.600259875889	4
0.595303783638	4
0.58874099638	4
0.588052092564	4
0.585470788988	4
0.579069534897	4
0.572627497507	4
0.569367810312	4
0.560142210655	4
0.558205259973	4
0.554843435445	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.550887111943	4
0.757009150679	6
0.566462413347	6
0.510517138906	6
0.497060233105	6
0.496763822443	6
0.496468640067	6
0.494958191921	6
0.483850650372	6
0.444500595942	6
0.43613067646	6
0.43578700615	6
0.432026103842	6
0.42501000933	6
0.421586827219	6
0.420216368537	6
0.420016036765	6
0.419956805631	6
0.418228837597	6
0.411393595726	6
0.410539407358	6
0.40839809185	6
0.399098047671	6
0.395195792126	6
0.390945275383	6
0.386126742826	6
0.383945399011	6
0.379008926101	6
0.378433107807	6
0.369472441798	6
0.368834974297	6
0.359953706836	6
0.356513754968	6
0.356483216262	6
0.352342245597	6
0.347015974875	6
0.347015974875	6
0.334920734723	6
0.334228735733	6
0.321580848319	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.318263313512	6
0.742044114819	7
0.736872448989	7
0.736310402552	7
0.713022563428	7
0.708758073984	7
0.70847827626	7
0.704729696653	7
0.695131482377	7
0.686330370725	7
0.675428579922	7
0.671227992232	7
0.669334714862	7
0.661028166141	7
0.654524545913	7
0.651598963458	7
0.650777784436	7
0.648730098818	7
0.647412359738	7
0.617910842567	7
0.61678750448	7
0.605004731296	7
0.604913152121	7
0.590459306384	7
0.58991792352	7
0.584153134012	7
0.581562327194	7
0.580261415064	7
0.573524042259	7
0.55482116937	7
0.554634135029	7
0.550416458847	7
0.529693540258	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.508003314542	7
0.786040947014	0
0.782811476602	0
0.780545124884	0
0.769894136202	0
0.768817393829	0
0.764716212563	0
0.763485596388	0
0.761582804118	0
0.722438537365	0
0.704530526894	0
0.688884518623	0
0.675047833017	0
0.663216964577	0
0.65690104506	0
0.656525056354	0
0.645060620776	0
0.639408681207	0
0.627579684074	0
0.625206281887	0
0.619956093736	0
0.617569161195	0
0.612295473747	8
0.583902112893	8
0.574674097578	8
0.559519922249	8
0.55572379077	8
0.548443277476	8
0.543123330107	8
0.543123330107	8
0.541903355708	8
0.529710740469	8
0.525954926145	8
0.491716799606	8
0.477146995246	8
0.474994814573	8
0.473133893356	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.427896570487	8
0.598984139798	9
0.575776435334	9
0.572778459522	9
0.572393246193	9
0.567962958477	9
0.559556705604	9
0.544309188731	9
0.542961903385	9
0.536449225369	9
0.533119060528	9
0.529698070026	9
0.528771261543	9
0.510135608721	9
0.509431584038	9
0.505373879506	9
0.498699165795	9
0.498384242099	9
0.498359712	9
0.498314379962	9
0.480719565875	9
0.480549584664	9
0.475532819314	9
0.472179852296	9
0.471086161723	9
0.464796859568	9
0.460459041201	9
0.456592363442	9
0.455960766112	9
0.453629164337	9
0.451769912892	9
0.4516741005	9
0.448018653679	9
0.447289407466	9
0.43943740941	9
0.432800708424	9
0.430525831761	9
0.427400420735	9
0.427178781821	9
0.418823507885	9
0.414055921875	9
0.41397332411	9
0.41155563303	9
0.410162794614	9
0.408367820276	9
0.407218037447	9
0.401989617801	9
0.401245071445	9
0.400192419223	9
0.39827410197	9
0.396682903769	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
0.387451398244	9
